id,scientific_name,common_name_th,common_name_en,category,care_level,origin_country,description_th,description_en,care_instructions,water_needs,light_needs,humidity_needs,temperature_min,temperature_max,growth_rate,max_height,max_width,is_poisonous,is_rare,is_trending
76,Catharanthus roseus,ดอกนางนวล,Madagascar Periwinkle,outdoor,easy,Madagascar,ดอกนางนวล เป็นไม้พุ่มเตี้ยดอกสี 5 กลีบ สีขาว ชมพู แดง ม่วง ออกดอกตลอดปี ทนแล้ง ทนแดด เหมาะปลูกริมทาง,"Madagascar Periwinkle is an easy-care low shrub with 5-petaled flowers in white, pink, red, purple, blooming year-round, drought and sun tolerant.",ใช้ดินร่วนปนทรายระบายน้ำดี รดน้ำปานกลาง ปลูกในแสงแดดเต็มวัน ทนแล้งเมื่อโตแล้ว,low,direct,low,15.0,40.0,fast,60.0,40.0,FALSE,FALSE,FALSE
77,Bougainvillea spectabilis,เฟื่องฟ้า,Bougainvillea,outdoor,easy,Brazil,เฟื่องฟ้า เป็นไม้เลื้อยมีหนาม ใบประดับสีสันสดใส (ไม่ใช่ดอกจริง) มีหลายสี ปีนป่ายได้สูง เหมาะปลูกประดับรั้ว ซุ้มประตู,"Bougainvillea is a thorny climbing vine with vibrant colored bracts (not true flowers) in various colors, climbing high, suitable for fences and archways.",ใช้ดินร่วนปนทรายระบายน้ำดี รดน้ำปานกลาง ปลูกในแสงแดดเต็มวัน ตัดแต่งสม่ำเสมอ ทนแล้ง,low,direct,low,15.0,40.0,fast,800.0,300.0,FALSE,FALSE,FALSE
78,Antigonon leptopus,เถาวัลย์หัวใจ,Coral Vine,outdoor,easy,Mexico,เถาวัลย์หัวใจ เป็นไม้เลื้อยดอกสีชมพู ออกดอกเป็นช่อยาว ใบเป็นรูปหัวใจ เติบโตเร็ว ปีนป่ายปกคลุมได้ดี,"Coral Vine is a fast-growing climbing vine with pink flowers in long clusters, heart-shaped leaves, excellent for covering and climbing.",ใช้ดินทั่วไประบายน้ำดี รดน้ำสม่ำเสมอ ปลูกในแสงแดดเต็มวันหรือแสงบางส่วน แพร่ขยายเร็ว,moderate,indirect,low,15.0,35.0,fast,600.0,300.0,FALSE,FALSE,FALSE
79,Ficus lyrata,ไทรใบสัก,Fiddle Leaf Fig,indoor,moderate,Cameroon,ไทรใบสักเป็นไม้ใบประดับใบใหญ่รูปทรงคล้ายใบไวโอลิน เหมาะกับการปลูกในอาคารเพื่อสร้างจุดเด่นและเพิ่มมิติให้พื้นที่,"Large, violin-shaped leaves make this fig a striking indoor specimen, ideal as a focal point in bright rooms.",รดน้ำเมื่อดินส่วนบนแห้ง 2–3 ซม. ใช้ดินโปร่งระบายน้ำดี วางที่แสงรำไรอากาศถ่ายเท และเช็ดใบเพื่อลดฝุ่น,moderate,indirect,moderate,16.0,32.0,moderate,300.0,150.0,FALSE,FALSE,TRUE
80,Rhaphidophora tetrasperma,มอนสเตอร่าน้อย,Mini Monstera,indoor,easy,Thailand,เถาเลื้อยใบแฉกคล้ายมอนสเตอร่า โตไว เหมาะกับคอนโดหรือบ้านพื้นที่จำกัด ช่วยสร้างบรรยากาศทรอปิคอล,Fast-growing climbing aroid with fenestrated leaves; perfect for compact tropical vibes indoors.,ใช้ไม้ค้ำหรือมอสส์โพล รดน้ำสม่ำเสมอแต่ไม่แฉะ ดินโปร่ง ระบายน้ำดี ความชื้นปานกลางถึงสูง แสงรำไร,moderate,indirect,high,18.0,32.0,fast,300.0,80.0,TRUE,FALSE,TRUE
81,Monstera obliqua,มอนสเตอร่า โอบลิควา,Monstera obliqua,indoor,difficult,Peru,มอนสเตอร่าหายาก ใบมีช่องกว้างมาก เนื้อใบบาง ต้องการความชื้นสูงและการดูแลพิถีพิถัน,Extremely delicate and rare Monstera with highly perforated leaves; thrives only in very high humidity.,วางในตู้กระจก/ตู้ชื้น รดน้ำพอชุ่มคงที่ ใช้สฟักนัมมอสหรือดินโปร่งมาก แสงรำไร ความชื้นสูงมาก,moderate,indirect,very_high,20.0,30.0,very_slow,200.0,80.0,TRUE,TRUE,TRUE
82,Zamioculcas zamiifolia,กวักมรกต,ZZ Plant,indoor,easy,Tanzania,ไม้ใบอึดทน เหมาะกับแสงน้อยและผู้เริ่มต้น ใบเขียวมันวาว เก็บน้ำในเหง้าได้ดี,"Tough, low-light tolerant foliage plant with glossy leaflets and water-storing rhizomes.",รดน้ำเมื่อดินแห้งสนิท ใช้กระถางมีรูระบายน้ำ แสงน้อยถึงรำไร หลีกเลี่ยงน้ำขัง,low,low,moderate,16.0,32.0,slow,100.0,80.0,TRUE,FALSE,TRUE
83,Spathiphyllum wallisii,เดหลี,Peace Lily,indoor,easy,Colombia,ไม้ใบในร่มดอกสีขาว รูปทรงสง่างาม ดูดสารพิษได้ดี เหมาะกับห้องทำงานและห้องนั่งเล่น,Elegant white spathes and air-purifying foliage; a classic low-light indoor plant.,ดินชุ่มแต่ไม่แฉะ รดน้ำสม่ำเสมอ แสงน้อยถึงรำไร เพิ่มความชื้นรอบต้นและตัดดอกเหี่ยว,moderate,low,high,18.0,30.0,moderate,60.0,60.0,TRUE,FALSE,TRUE
84,Aglaonema commutatum,เขียวหมื่นปี,Chinese Evergreen,indoor,easy,Philippines,ไม้ใบลาย ทนร่ม ดูแลง่าย เหมาะสำหรับตกแต่งภายในและพื้นที่แสงน้อย,Shade-tolerant variegated foliage plant well-suited for low-light interiors.,ใช้ดินโปร่ง รดน้ำเมื่อดินแห้งเล็กน้อย วางแสงรำไร หลีกเลี่ยงแดดจัดที่ทำให้ใบไหม้,moderate,indirect,high,18.0,32.0,moderate,80.0,60.0,TRUE,FALSE,TRUE
85,Philodendron billietiae,ฟิโลเดนดรอน บิลเลเทียเอ,Philodendron billietiae,indoor,moderate,Brazil,ใบเรียวยาวสีเขียวสด ก้านส้มโดดเด่น ลักษณะทรอปิคอลชัดเจน เหมาะเป็นจุดเด่นในห้อง,Long narrow leaves with striking orange petioles; a bold tropical statement plant.,ให้ค้ำสำหรับเลื้อย ดินโปร่งร่วน รดน้ำสม่ำเสมอไม่แฉะ แสงรำไร ความชื้นปานกลางถึงสูง,moderate,indirect,high,18.0,32.0,moderate,150.0,80.0,TRUE,TRUE,TRUE
86,Scindapsus treubii,สกินดาปซัส ทรูบิไอ,Scindapsus treubii,indoor,easy,Indonesia,ไม้เลื้อยใบหนาสีเขียวเข้ม โตช้าแต่ทนทาน เหมาะกับการเลื้อยหรือคลุมกระถางแขวน,Slow but sturdy climber with thick dark-green leaves; great as a climber or trailing plant.,ดินโปร่ง รดน้ำเมื่อดินแห้ง 1–2 นิ้ว แสงรำไรถึงปานกลาง ใช้ไม้ค้ำเพื่อใบใหญ่ขึ้น,moderate,indirect,moderate,18.0,32.0,slow,200.0,60.0,TRUE,FALSE,TRUE
87,Hoya carnosa,โฮย่า คาร์โนซา,Wax Plant,indoor,easy,China,เถาไต่ใบหนามันวาว ดอกช่อหอม ห้อยสวยงาม เหมาะกับกระถางแขวนในที่สว่าง,Wax-leafed climber with fragrant umbels; excellent for bright indoor hanging baskets.,แสงรำไรถึงสว่างจัด รดน้ำเมื่อดินแห้งครึ่งกระถาง ใช้ดินโปร่งและกระถางระบายน้ำดี,moderate,indirect,moderate,16.0,30.0,slow,300.0,80.0,FALSE,FALSE,TRUE
88,Maranta leuconeura,มารันทา ใบละหมาด,Prayer Plant,indoor,moderate,Brazil,ใบลายโดดเด่น ขึ้นใบในตอนกลางคืนคล้ายพนมมือ ชอบความชื้นและแสงรำไร,Strikingly patterned leaves that fold at night; prefers humidity and indirect light.,ดินโปร่งชุ่มชื้นสม่ำเสมอ แสงรำไร เพิ่มความชื้นโดยพ่นฝอยหรือวางถาดน้ำ,moderate,indirect,high,18.0,30.0,moderate,40.0,60.0,FALSE,FALSE,TRUE
89,Bougainvillea glabra,เฟื่องฟ้า กลาบรา,Paperflower,shrub,easy,Brazil,ไม้พุ่มเลื้อยดอกสีสด บานตลอดปีในที่แดดจัด เหมาะทำซุ้มหรือรั้ว,Vigorous shrub-vine with vivid bracts; blooms heavily under full sun.,ปลูกในแดดจัด ดินร่วนระบายน้ำดี รดน้ำปานกลาง ตัดแต่งหลังออกดอกเพื่อทรงพุ่ม,moderate,direct,low,18.0,36.0,fast,500.0,300.0,FALSE,FALSE,TRUE
90,Hibiscus rosa-sinensis,ชบา,Chinese Hibiscus,shrub,easy,China,ไม้พุ่มดอกใหญ่หลากสี ออกดอกต่อเนื่อง เหมาะปลูกประดับรั้วหรือเป็นไม้เดี่ยว,"Showy, long-blooming shrub with large flowers in many colors; great for hedges or specimen planting.",แดดจัดถึงครึ่งวัน ดินร่วนชุ่มแต่ไม่แฉะ ใส่ปุ๋ยสม่ำเสมอและตัดแต่งกิ่งหลังดอกโรย,moderate,direct,moderate,18.0,35.0,fast,300.0,250.0,FALSE,FALSE,TRUE
91,Murraya paniculata,แก้ว,Orange Jasmine,shrub,easy,India,ไม้พุ่มเขียวตลอดปี ดอกขาวหอมแรง ออกดอกเป็นระยะ เหมาะทำแนวรั้ว,Evergreen hedge shrub with intensely fragrant white blossoms.,แดดจัดถึงครึ่งวัน ดินร่วนระบายน้ำดี รดน้ำปานกลาง ตัดแต่งเพื่อรักษาทรงพุ่ม,moderate,direct,moderate,16.0,35.0,moderate,300.0,200.0,FALSE,FALSE,TRUE
92,Plumeria rubra,ลีลาวดี,Frangipani,tree,easy,Mexico,ไม้ยืนต้นดอกหอมรูปดาว ใบใหญ่ มีพักตัวในฤดูแล้ง เหมาะเป็นไม้เดี่ยว,Fragrant star-shaped flowers on a deciduous tropical tree; iconic in resort landscapes.,ปลูกแดดจัด ดินร่วนปนทราย ระบายน้ำดี รดน้ำปานกลางและหลีกเลี่ยงน้ำขังช่วงพักตัว,moderate,direct,low,18.0,36.0,moderate,600.0,500.0,TRUE,FALSE,TRUE
93,Tabebuia rosea,ตาเบบูยา ชมพู,Pink Trumpet Tree,tree,easy,Mexico,ไม้ยืนต้นผลัดใบ ดอกชมพูหวานบานพร้อมกันสวยเด่นช่วงปลายฤดูแล้ง,"Deciduous tree with massed pink blossoms, spectacular in late dry season.",ปลูกแดดจัด ดินร่วน ระบายน้ำดี รดน้ำปานกลาง ตัดแต่งกิ่งหลังออกดอก,moderate,direct,low,15.0,36.0,moderate,1500.0,800.0,FALSE,FALSE,TRUE
94,Jacaranda mimosifolia,จากาแรนดา,Jacaranda,tree,moderate,Argentina,ไม้ยืนต้นดอกสีม่วงฟ้า ส่งกลิ่นหอมอ่อน ๆ ใบละเอียดโปร่ง สร้างบรรยากาศโรแมนติก,Tree with ferny foliage and lavender-blue panicles providing airy shade and spring color.,ปลูกแดดจัด ดินร่วนระบายน้ำดี ต้องการช่วงอากาศเย็นเพื่อกระตุ้นดอก รดน้ำสม่ำเสมอ,moderate,direct,moderate,10.0,32.0,moderate,1200.0,800.0,FALSE,TRUE,FALSE
95,Tecoma stans,เหลืองอินเดีย,Yellow Bells,shrub,easy,Mexico,ไม้พุ่มดอกเหลืองสดทรงระฆัง ออกดอกทั้งปีในแดดจัด ทนแล้งได้ดี,Sun-loving shrub with bright yellow trumpet flowers; drought tolerant once established.,ปลูกแดดจัด ดินร่วนปนทราย รดน้ำปานกลาง ตัดแต่งเพื่อกระตุ้นแตกกิ่งและดอก,low,direct,low,18.0,36.0,fast,400.0,300.0,TRUE,FALSE,TRUE
96,Duranta erecta,เทียนหยด,Golden Dewdrop,shrub,easy,Mexico,ไม้พุ่มเขียวตลอดปี ดอกม่วงอ่อนและผลสีส้มสด เหมาะทำแนวรั้ว,Evergreen shrub with lilac flowers and showy orange berries; good for hedging.,แดดจัด ดินร่วนระบายน้ำดี รดน้ำปานกลาง ตัดแต่งสม่ำเสมอ,moderate,direct,low,18.0,36.0,fast,300.0,250.0,TRUE,FALSE,TRUE
97,Lantana camara,ผกากรอง,Lantana,shrub,easy,Mexico,ไม้พุ่มดอกช่อเปลี่ยนสี ทนแล้งและทนร้อน เหมาะปลูกกลางแจ้ง,Heat- and drought-tolerant shrub with multi-colored flower clusters.,ปลูกแดดจัด ดินร่วนปนทราย รดน้ำน้อยแต่สม่ำเสมอ ตัดแต่งหลังดอกเพื่อแตกช่อใหม่,low,direct,low,18.0,36.0,fast,150.0,200.0,TRUE,FALSE,TRUE
98,Lagerstroemia speciosa,อินทนิลน้ำ,Queen's Crape Myrtle,tree,easy,India,ไม้ยืนต้นดอกสีม่วง-ชมพูช่อใหญ่ ทรงพุ่มโปร่ง ให้ร่มเงาดี เหมาะปลูกเป็นไม้เด่น,Large panicles of pink-purple flowers on a shade-giving tropical tree.,แดดจัด ดินร่วน ระบายน้ำดี รดน้ำปานกลาง ตัดแต่งหลังออกดอก,moderate,direct,moderate,16.0,36.0,moderate,1500.0,1000.0,FALSE,FALSE,TRUE
99,Ajuga reptans,อะจูกา,Bugleweed,border,easy,France,ไม้มุงคลุมดินใบสีม่วงเขียว มีช่อดอกสีฟ้า-ม่วง เหมาะทำขอบแปลง,"Low, mat-forming groundcover with blue-purple flower spikes for edging.",ปลูกแดดรำไรถึงครึ่งวัน ดินชุ่มพอควร รดน้ำสม่ำเสมอไม่ให้แฉะ,moderate,indirect,moderate,10.0,28.0,moderate,15.0,60.0,FALSE,FALSE,FALSE
100,Dichondra argentea,ดิโคอนดรา ซิลเวอร์ฟอลส์,Dichondra Silver Falls,border,easy,Mexico,ไม้คลุมดินใบสีเงินห้อยยาวสวยงาม เหมาะปลูกกระถางแขวนหรือริมขอบกำแพง,Silvery trailing groundcover ideal for hanging baskets and cascading edges.,แดดจัดถึงครึ่งวัน ดินระบายน้ำดี รดน้ำปานกลาง หลีกเลี่ยงน้ำขัง,moderate,direct,low,15.0,32.0,moderate,15.0,120.0,FALSE,FALSE,TRUE
101,Ophiopogon japonicus,มอนโดกราส,Mondo Grass,border,easy,Japan,ไม้คลุมดินใบเรียวยาวสีเขียวเข้ม ทนร่ม เหมาะกรุยทางเดินและขอบแปลง,"Fine-textured, shade-tolerant tufted groundcover for paths and borders.",แสงรำไรถึงครึ่งวัน ดินร่วนโปร่งชุ่มพอควร รดน้ำสม่ำเสมอ,moderate,indirect,moderate,10.0,32.0,slow,25.0,30.0,FALSE,FALSE,TRUE
102,Lavandula angustifolia,ลาเวนเดอร์,English Lavender,border,moderate,France,ไม้พุ่มเตี้ยหอมแรง ใบสีเทาเงิน ดอกสีม่วง เหมาะปลูกเป็นแถวขอบแปลง,Fragrant dwarf shrub with silvery leaves and purple spikes; classic low hedge.,ปลูกแดดจัด ดินโปร่งแห้งเล็กน้อย ระบายน้ำดี รดน้ำพอประมาณ หลีกเลี่ยงความชื้นสูง,low,direct,low,5.0,28.0,slow,60.0,80.0,FALSE,FALSE,TRUE
103,Rosmarinus officinalis,โรสแมรี,Rosemary,herb,moderate,Spain,สมุนไพรกลิ่นหอมทรงพุ่มใบเข็ม ใช้ทำอาหารและแต่งสวนเมดิเตอร์เรเนียน,"Aromatic culinary herb with needle-like leaves, suited to Mediterranean-style borders.",แดดจัด ดินโปร่งระบายน้ำดี รดน้ำน้อยแต่สม่ำเสมอ ตัดแต่งเพื่อทรงพุ่มแน่น,low,direct,low,5.0,30.0,slow,100.0,100.0,FALSE,FALSE,TRUE
104,Thymus serpyllum,ไธม์ เลื้อย,Creeping Thyme,border,easy,Greece,ไม้คลุมดินหอมอ่อน ๆ ดอกสีชมพู-ม่วง เหมาะปลูกตามร่องแผ่นทางเดิน,Low aromatic groundcover with pink-purple blooms; tolerates light foot traffic.,แดดจัด ดินโปร่ง ระบายน้ำดี รดน้ำพอประมาณ หลีกเลี่ยงแฉะ,low,direct,low,5.0,28.0,slow,8.0,60.0,FALSE,FALSE,TRUE
105,Echeveria elegans,เอคีเวเรีย เอลีแกนส์,Mexican Snowball,succulent,easy,Mexico,ไม้อวบน้ำทรงกุหลาบสีเขียวฟ้า แตกกอได้ง่าย เหมาะปลูกกระถางและสวนหิน,Rosette-forming succulent with bluish-green leaves; excellent for pots and rock gardens.,แดดจัดถึงครึ่งวัน ดินทรายระบายน้ำดี รดน้ำน้อยเมื่อดินแห้งสนิท,low,direct,low,10.0,32.0,slow,15.0,20.0,FALSE,FALSE,TRUE
106,Sedum morganianum,หางกระรอก,Burro's Tail,succulent,moderate,Mexico,ไม้อวบน้ำห้อยยาว ใบอวบน้ำแน่น ปลูกกระถางแขวนสวยงาม,Trailing succulent with dense bead-like leaves; stunning in hanging baskets.,แดดสว่างถึงครึ่งวัน ดินโปร่งทราย รดน้ำน้อยและหลีกเลี่ยงโดนน้ำที่ใบแรง ๆ,low,indirect,low,12.0,32.0,slow,60.0,50.0,FALSE,FALSE,TRUE
107,Haworthia cooperi,ฮาโอวอร์เธีย คูเปอรี,Haworthia cooperi,succulent,easy,South Africa,ไม้อวบน้ำใบโปร่งแสง รูปทรงกอเล็ก เหมาะโต๊ะทำงานและแสงรำไร,Small translucent-leaved rosettes; thrives in bright shade indoors.,แสงรำไร ดินทรายโปร่ง รดน้ำน้อยเว้นให้ดินแห้งก่อนรอบถัดไป,low,indirect,low,10.0,30.0,slow,10.0,12.0,FALSE,FALSE,TRUE
108,Crassula ovata,ต้นหยก,Jade Plant,succulent,easy,South Africa,ไม้อวบน้ำกิ่งอวบน้ำ ใบหนาเงา เชื่อกันว่าเสริมโชคลาภ เหมาะปลูกกระถาง,Tree-like succulent with thick glossy leaves; a classic easy-care houseplant.,แดดจัดถึงครึ่งวัน ดินทรายโปร่ง รดน้ำน้อยเมื่อดินแห้งสนิท,low,direct,low,10.0,32.0,slow,150.0,100.0,TRUE,FALSE,TRUE
109,Mammillaria elongata,แมมมิลลาเรีย เอลองกาตา,Ladyfinger Cactus,cactus,easy,Mexico,กระบองเพชรลำต้นทรงนิ้ว มีหนามละเอียดสีทอง แตกกอเป็นพุ่ม,Clumping cactus with golden spines and finger-like stems.,แดดจัด ดินทรายระบายน้ำดี รดน้ำน้อยมาก ระวังน้ำขัง,low,direct,low,10.0,35.0,slow,25.0,30.0,FALSE,FALSE,TRUE
110,Opuntia microdasys,กระบองเพชรมิกกี้เมาส์,Bunny Ear Cactus,cactus,easy,Mexico,กระบองเพชรแผ่นแปะหูหนู มีตุ่มหนามเล็กจำนวนมาก ควรจัดวางห่างมือเด็ก,Pad-forming cactus with numerous glochids; handle with care.,แดดจัด ดินทรายโปร่ง รดน้ำน้อยมาก หลีกเลี่ยงการสัมผัสหนามละเอียด,low,direct,low,12.0,36.0,slow,60.0,60.0,FALSE,FALSE,TRUE
111,Nelumbo nucifera,บัวหลวง,Sacred Lotus,water,moderate,India,พืชน้ำเหง้าใต้ดิน ดอกใหญ่หอม อยู่ในสระหรืออ่างขนาดใหญ่,Aquatic plant with fragrant large blossoms and edible parts; thrives in ponds.,ปลูกในบ่อ/อ่างลึก ดินเหนียวผสมน้ำ รดน้ำคงระดับ แดดจัด,high,direct,high,20.0,36.0,moderate,150.0,200.0,FALSE,FALSE,TRUE
112,Nymphaea nouchali,บัวเผื่อน,Blue Water Lily,water,moderate,Sri Lanka,บัวผิวน้ำใบกลม ดอกสีฟ้า-ม่วง บานตอนกลางวัน เหมาะสระตื้น,Day-blooming blue water lily for shallow ponds and water features.,แดดจัด น้ำลึก 30–60 ซม. ใช้ดินเหนียวก้นภาชนะ เติมน้ำคงระดับ,high,direct,high,20.0,36.0,moderate,40.0,120.0,FALSE,FALSE,TRUE
113,Cyperus papyrus,กกกระดาษ,Papyrus,water,easy,Egypt,กกน้ำทรงพุ่มก้านตั้ง ปลายพุ่มแตกเป็นร่ม เหมาะริมบ่อ,Tall umbrella-like sedge; architectural accent for pond margins.,ปลูกริมบ่อหรือกระถางแช่น้ำ ดินชื้นแฉะ แดดจัดถึงครึ่งวัน,high,direct,high,18.0,36.0,fast,200.0,120.0,FALSE,FALSE,TRUE
114,Typha latifolia,ธูปฤาษี,Broadleaf Cattail,water,easy,Canada,พืชริมน้ำใบเรียวยาว ช่อดอกทรงแท่งสีน้ำตาล ใช้เป็นฉากหลังริมน้ำ,Iconic brown cattail spikes with tall strap-like leaves; ideal for naturalized pond edges.,ปลูกริมบ่อ น้ำลึก 10–30 ซม. ดินชื้นตลอดเวลา แดดจัด,high,direct,high,10.0,32.0,fast,250.0,150.0,FALSE,FALSE,FALSE
115,Phalaenopsis aphrodite,ฟาแลนอปซิส อะโฟรไดที,Moth Orchid,orchid,moderate,Philippines,กล้วยไม้ดอกทน รูปทรงผีเสื้อ เหมาะปลูกในบ้านที่มีแสงสว่างรำไร,Long-lasting flowers on arching spikes; excellent for bright indoor settings.,แสงรำไร ระบายอากาศดี ปลูกในกาบมะพร้าว/สแฟ็กนัม รดน้ำเมื่อกาบเริ่มแห้ง,moderate,indirect,high,18.0,30.0,slow,60.0,50.0,FALSE,FALSE,TRUE
116,Dendrobium nobile,เดนโดรเบียม โนบิเล่,Noble Dendrobium,orchid,moderate,India,กล้วยไม้อิงอาศัยที่ให้ดอกตามข้อปล้อง สีสันสดใส ต้องการช่วงอากาศเย็นเพื่อกระตุ้นดอก,"Epiphytic orchid bearing showy flowers along canes; benefits from a cool, dry rest.",แสงสว่างรำไร อากาศถ่ายเท ลดน้ำช่วงพักตัว และเพิ่มแสงเพื่อช่อดอก,moderate,indirect,moderate,12.0,28.0,moderate,80.0,50.0,FALSE,FALSE,TRUE
117,Cattleya labiata,แคทลียา ลาเบียตา,Cattleya,orchid,difficult,Brazil,ราชินีกล้วยไม้ ดอกใหญ่หอม ต้องการแสงมากและการระบายอากาศดี,"Large, fragrant blooms; requires bright light and excellent air movement.",แสงสว่างมากแต่ไม่แดดตรงกลางวัน วัสดุโปร่ง รดน้ำเมื่อวัสดุแห้งเร็ว,moderate,indirect,moderate,16.0,30.0,moderate,80.0,60.0,FALSE,TRUE,TRUE
118,Vanda coerulea,แวนด้า สีฟ้า,Blue Vanda,orchid,difficult,India,แวนด้าสีฟ้าหายาก ดอกลายตาข่ายชัดเจน ชอบแสงมากและความชื้นสูง,Rare blue vanda with netted petals; needs high humidity and strong light.,แขวนรากเปลือยหรือกระเช้า โปรยน้ำวันเว้นวัน แสงมาก ลมผ่านดี,moderate,indirect,high,18.0,32.0,slow,120.0,60.0,FALSE,TRUE,TRUE
